exclusively,仅仅；专门地；特定地；排外地;专有地；唯一地；独占地
vocal,嗓音的；发声的；大声表达的；直言不讳的;乐曲中的歌唱部分;人声；声音的；主唱
marketplace,市场；集市;市集；市井；商场
openly,公开地；毫不隐瞒地;公然；公然地；坦率地
unfair,不公正的；不公平的；待人不平等的;非关正义；不正直的；不公当的
terrain,地形；地带；地势;地域；地面；领域
deploy,部署；利用；军事展开；使张开;配置；调配；布署
risky,有危险或风险的;冒险的；危险的；有风险的
pasta,意大利面食;义大利面；意粉；通心粉
genre,类型;流派；体裁；文类
distract,转移注意力；分散思想；使分心;分散注意力；使发狂；转移注意力
merit,价值；优点；功绩；美德;值得；应得;长处；功劳；优异
planner,规划者；设计者；城市规划者；记事簿;计划员；规划师；策划
depressed,抑郁的；沮丧的；意志消沉的；患抑郁症的;的过去分词和过去式;低迷；萧条的；郁闷
chunk,大块；厚块；厚片；相当大的量;组块；区块；数据块
closest,结束；闭合；封闭；闭眼等;乐终止法；结尾复纵线∥；终结；白刃战;局促的；严密的；紧密的；严丝合缝的;密接；亲密地；紧密地；秘密地;最靠近的；最接近；最近的
discount,折扣;打折扣；低估；认为不重要；对不全信;贴现；折价；贴水
no,没有；无；并不；禁止;没有；不是；不要；用于否定的回答或陈述不;禁止；一个也没有；一点儿也没有；什么也谁也没有;否定的回答；作否定回答的人；统称投反对票者;化同=;一氧化氮；不；没有
ladder,梯子；抽丝；途径；升级游戏将参赛者排名胜者名次前提;抽丝;阶梯；天梯；梯形图
jungle,密林；尔虞我诈的环境；危险地带;丛林；热带丛林；莽丛
migration,迁移；迁徙；转移；移居;移民；移动；移行
breathing,呼吸;呼吸的；画像等栩栩如生的;的现在分词;人工呼吸；排气；放气
invade,侵犯；侵略；侵袭；干扰;侵入；入侵；侵害
hurricane,尤指西大西洋的飓风;暴风；十二级风；龙卷风
retailer,零售商；零售店;零售商人；零售商店；是零售商
classify,分类；归类；划分；界定;把分类；分等；分等级
wound,伤口；创伤；武器造成的伤;使身体受伤；用武器伤害；使心灵受伤；伤感情;负伤
coup,政变；努力办到难办的事;突然的一击；妙计；意外而成功的行动
aid,帮助；协助；支持；接济;帮助；助手；工具；手段;援助；救护；辅助器具
ambassador,大使；代表；使节;国宾大饭店；专使；特使
density,密度；浓度；密集；稠密;比重；黑度；强度
supportive,给予帮助的；支持的；鼓励的；同情的;支援的；支持性；支持性的
curiosity,好奇心；求知欲；珍品；罕见而有趣之物;好奇号；有好奇心；火星探测车好奇号
skip,略过；打水漂；漏过；蹦蹦跳跳地走;蹦跳；废料桶装工地废料垃圾等由卡车拖走;跳过；跳跃；跳绳
aggression,侵略；侵犯；攻击性；好斗情绪;侵略性；攻击行为；攻击性行为
stimulus,刺激物；促进因素；激励因素；使生物产生反应的刺激;刺激品；刺激源
journalism,新闻业；新闻工作;新闻学；新闻专业；新闻系
robot,机器人；尤指故事中的机器人；交通信号灯;机械手；机械人；机械手臂
flood,洪水；水灾；大量的人或事物;淹没；泛滥；使灌满水；大量涌入;涨潮；泛洪；水啸雾都
dip,游一游；泡一泡；通常指暂时的减少；凹陷处;蘸；浸；使下降；把汽车前灯的远光调为近光;直插；双列直插；沉
likewise,同样地；也；类似地；还;同样的；照样地；同样的又
informal,不拘礼节的；友好随便的；非正规的；日常的;非正式的；非正式用语；不正式的
Persian,波斯人；波斯语;波斯语的;波斯猫；波斯的；波斯文
feather,羽毛；翎毛;长羽毛；用羽毛覆盖；在上装箭羽；使桨与水面平行;羽化；羽量级；飞逸
sphere,球；领域；球体；球形;使成球形；包围；把放在球内；使处于天体之间;球面；范围；深海圆疑
tighten,加强；使变紧；使更加严格;绷紧；拉紧；拧紧
boast,夸耀；夸口;自夸；自吹自擂；有值得自豪的东西;吹牛；吹嘘；以有而自豪
pat,合适；及时地；立即地；流利地;拍打；一小块黄油;过于简易的；不自然的；油滑的;喜爱地轻拍;帕特；轻打；节目关联表
perceived,察觉；领悟；看出；看见;感知；认识到；知觉
sole,鞋底；脚掌；脚底板；袜底;仅有的；唯一的；独占的；专有的;给鞋换底;单独的；底部
publicity,宣传；宣传业；广告宣传工作；传播工作;公开；公共性；公共宣传
major,〈美口〉主修;少校；专业课；主修课程；主修学生;严重；主要的；重要的；大的;棒球大联盟；较大的；大调
unfold,打开；展示；使展开；使逐渐展现;显露；开展；呈现
joke,笑话；玩笑；笑柄；笑料;开玩笑；说笑话；闹着玩；说着玩;板；讲笑话
well-being,健康；安乐；康乐;福利；幸福；福祉
validity,合法性；正确；正当；正式的认可;效度；有效性；有效期
ecosystem,生态系统;生态体系；产业生态系统；生态环境
strictly,严格地；无论如何；完全地；确切地;严谨地；全然；严格的
partial,部分的；不完整的；片面的；有偏见的;偏袒的；局部的；不公平的
collar,衣领；领子；箍；动物尤指狗的颈圈;抓住；捉住；揪住；逮住;项圈；轴环；领口
weed,杂草；水草；烟草；烟叶;除地面的杂草;野草；除草；大麻
compliance,遵从；顺从；服从;顺应性；依从性；合规
streak,条纹；条痕；尤指不好的性格特征;在上画条纹或留下条痕；使布满条纹或条痕；飞奔；疾驰;纹理；斑纹；倾向
supposedly,据说；据信；据传;按照推测；想像上；大概
added,附加的；更多的;的过去式和过去分词;增加；已添加；增加的
builder,营造商；创建者；建筑工人；建筑公司;生成器；建造者模式；建造模式
glimpse,瞥见；〔诗〕闪现;领悟；概况；见识；一睹;一瞥；一瞥一看；掠影
premise,前提；假定;假定；预述条件等；引导论述等；提出作为前提条件;假设；房屋；根据
specialty,专业；特点；特性；专长;招牌菜；特长；特产
deem,认为；当成；相信;视为；以为；想
artifact,人工制品；生组织结构的人为现象;工件；神器；伪影
sneak,溜；偷偷地走；偷偷地做；偷带;突然的；出其不意的;告状者尤指儿童;潜行；偷窃；偷偷摸摸
monkey,猴子；〈非正式〉淘气包;小猴；猴王；小猴子
mentor,导师；顾问;指导;曼托；良师益友；指导者
two-thirds,三分之二;三分之一；约三分之二；二分之三
listener,听者；收听广播节目的人;监听器；听众；收听者
lightning,闪电；雷电;闪电般的；迅速的;闪电术；闪电效果；闪电模式
legally,合法地；在法律上;合法的；法律地；法律上的
sleeve,袖子；套管；有袖子的；唱片套;给装袖子;套筒；袖长；衣袖
disappointment,失望；挫折；伤心；令人失望的事;沮丧；失恋者；表达失望
disturb,打扰；干扰；弄乱；妨碍;扰乱；打搅；使不安
rib,肋骨；排骨；船或屋顶等的肋拱；织物的凸条花纹;嘲笑；逗弄；开某人的玩笑;罗纹；筋；肋条
excessive,过分的；过度的;过多的；额外；极度的
high-tech,高科技;高技术的;高技派；高科技的；高新技术
debris,碎片；残骸；破片；残渣;碎屑；废墟；岩屑
pile,桩；堆；摞；桩柱;堆放；摞起；叠放；放置;堆积；一堆；大量
rod,杆；杖；枝；机杆;=计可重写光盘;棒；竿；罗德
logical,必然的；合乎情理的；合乎常理的；符合逻辑的;条理分明的；合乎逻辑的；逻辑型
liberal,宽宏大度的；心胸宽阔的；开明的；政治经济上自由的;理解且尊重他人意见的人；宽容的人；开明的人;慷慨的；心胸宽大的；丰富的
ash,灰；灰烬；梣；废墟;同;灰分；灰份；灰末
socially,社会上；交际上；和睦地;社交上；在社会上；在社交方面
parish,教区；堂区；英格兰乡村行政小区；教区居民;帕里什；牧区；教区的全体居民
slavery,奴隶制；奴隶身份；蓄奴;流口水的；被口水弄脏的;奴隶制度；奴役；苦役
blank,空格；记忆中的空白；空弹;空白的；空的；无图画或标记装饰的；没表情的;毫不理睬某人；突然忘掉；突然思路模糊;毛坯；坯料；空白页
commodity,商品；产品；货物；商品经济;日用品；品名；大宗商品
cure,治疗；对策；药；疗法;治愈；解决；矫正；治好疾病;痊愈；治癒；医治
mineral,矿物；矿物质；汽水;矿物性的；含矿物的；无机的;矿石；矿产；无机物
hunger,饥饿；饥荒；渴求；饥饿感;饥饿；使饥饿；使因饥而;渴望；欲望；洪格尔
dying,垂死者；临终者;临终的；临死的；垂死的;的现在分词;染色；死亡；濒死
developmental,发育中的；进化中的；开发中的；发展的;发展性；促使成长的；开发的
faster,快速；迅速；不久；立即；快；酣畅地；放荡；牢固地；速；睡熟；放荡；紧紧地;禁食；节制饮食；忌食某些食物；禁食；节制饮食；忌食某些食物；禁食;绝食；宗教上的禁食；绝食期；斋戒；绝食；禁食期；禁食期；斋戒期;坚牢的；固定的；可靠的；耐久的；牢实的；固定的；可靠的；耐久的；快的；迅速的；敏捷的；迅速发生的;更快；极速复仇；速度
spare,抽出；匀出；饶恕；不遗余力;不用的；闲置的；备用的；外加的;备用品；备用轮胎;多余的；空闲的；节约
halfway,在的中间；在中途；到一半；部分地做或达到;中间的;半路；半途；中途客栈
cure,治疗；对策；药；疗法;治愈；解决；矫正；治好疾病;痊愈；治癒；医治
equality,平等；相等；均等;同等；等式；相等性
cemetery,公墓;墓地；坟场；坟墓
harassment,骚扰；折磨人的东西；烦恼;扰乱；侵扰；袭扰
deliberately,有意地；蓄意地；从容地；不慌不忙地;故意地；故意的；审慎地
fame,名声；声誉；名气;使出名；〈古〉盛传;名望；名扬四海；名誉
regret,遗憾；懊悔；痛惜；失望;懊悔；感到遗憾；惋惜；有礼貌地或正式地表示抱歉痛惜或悲伤;后悔；悔恨；歉意
striking,引人注目的；异乎寻常的；显著的；妩媚动人的;的现在分词;惊人的；明显的；打人犯规
likelihood,可能性;似然；似然性；可能发生的事物
carrot,植胡萝卜；〈非正式〉好处；回报;红萝卜；胡罗卜；野胡萝卜
atop,在顶上；在上面;在顶上;顶上的;在顶上；上尚；在上面
toll,伤亡人数；道路桥梁的通行费；战争灾难等造成的毁坏;缓慢而有规律地敲钟；尤指鸣丧钟;通行税；代价；过路费
rim,轮辋；轮圈；圆形物体的边沿;形成的边沿；给镶边;有框或边的;黑莓；边缘；车圈
embarrassed,害羞的；拮据的；经济困难的;的过去式和过去分词;尴尬的；窘迫的；难堪
fucking,性交；性伴侣；蹩脚货；没用的东西;性交；滚；操；他妈的;操；滚；强调愤怒或害怕等语气;他妈的;富金；该死的；做爱
cling,附着；依附；抓紧；紧握;坚持；紧贴；粘紧
isolated,分离;偏远的；孤立的；孤独的;隔离的；隔离性；与世隔绝的
blink,眨眼；忽视；灯光等闪烁；望着;眨眼;眨眼睛；闪亮；闪烁文字
suspicious,感觉可疑的；怀疑的；令人怀疑的；不信任的;多疑的；猜疑的；疑心的
wheelchair,轮椅;轮椅舞；轮椅车；轮椅类
squad,队；对付某类犯罪活动的警察队伍；运动代表队；军队的班;成立军队的建制；把某士兵编入班的建制内；把人员分成小队;小组；部队；球队
eligible,有资格的；合格的；具备条件的；指认为可做夫妻的男女合意的;合适的人;符合条件的；有资格当选的；适宜的
processor,处理器；加工机或工人；处理机;中央处理器；信息处理机；加工者
plunge,暴跌；使突然前冲或下落；骤降；突降;跳水；突然跌落；突然分离；骤减;投入；跳进；跳入
this,这；这里；这时；前述二物中的后者;这；即将来到的；今;这个；本；这样；这么;这场；此；这位
sponsor,赞助商；发起人；保证人；为慈善活动捐资的人;主办；举办；赞助活动节目等；促成;主办单位；赞助者；保荐人
grin,露齿而笑；咧着嘴笑；粲然而笑;露齿的笑；咧着嘴笑;龇牙咧嘴的;露齿笑；咧嘴笑；裂口笑
color,颜色；着色；色素；色调;染；歪曲；给上色；使具有特征;色彩；彩色；色泽
demographic,人口的；人口学的;人口统计数据；同类客户群体;人口统计的；人口统计学的；的人口统计的
rain,雨；雨水；热带地区的雨季；雨点般降落的东西;下雨；使大量降落;郑智薰；李彩桦；雨天
chill,寒冷；寒意；受寒；凉意;使很冷；使冰冷；使冷却；被冷藏;寒冷的；冷飕飕的；阴冷的;使变冷；寒战；使寒冷
refuge,避难所；庇护；慰藉；庇护者;避难；〈古〉庇护;避难处；庇护所；藏身处
steer,引导；控制；操纵；驾驶船汽车等;建议；劝告；忠告；阉公牛;掌舵；掌握方向
legislator,立法委员;立法者；议员；立法机关成员
rally,召集；集合；复原；恢复健康;群众大会尤指支持某信念或政党；拉力赛车；争夺一分的多拍;集会；回升；反弹
programming,节目；方案；计程序；课程表;计给编写程序；为制定计划；使按安排进行;编程；程序设计；规划
cheer,欢呼；加油；喝彩；鼓舞;欢呼声；喝彩声；拉拉队的加油歌；欢乐或幸福的气氛;陈绮贞；喝采；振奋
outlet,出口；感情思想精力发泄的出路；表现机会；专营店;插座；出线；出水口
intact,完整；完好无损;完整的；完整无缺的；未经触动的
vendor,〈正式〉供应商；小贩;卖主；厂商；卖方
thrive,繁荣；茁壮成长；蓬勃发展；兴旺发达;兴盛；成功；兴隆
peanut,落花生；食植花生；〈侮辱〉微不足道的人；小人物;〈非正式〉微不足道的;花生米；长生果；花生果
chew,咀嚼；嚼碎；因为紧张等咬住；为尝味道不停地咀嚼;咀嚼；口香糖；供嚼用的烟草;细想；你开始吃东西；咀嚼思量
elaborate,精心制作；详尽阐述；详细描述；详细制订;复杂的；详尽的；精心制作的;精心设计的；精心构思的；精心的
intellectual,知识分子；脑力劳动者;智力的；脑力的；理智的；有才智的;知性；智识；知性的
conception,构想；构思；设想；受孕;概念；观念；怀孕
auction,拍卖;拍卖;竞拍；拍卖会；积分商城
steak,牛排；肉排；肉块;鱼排；牛扒；大块肉片
comply,遵从；服从；顺从;遵守；答应；遵照
triumph,战胜；成功；打败;巨大成功；重大成就；伟大胜利；喜悦;黛安芬；凯旋；获得胜利
shareholder,股东;股票持有人；公司的股东；大股东
comparable,类似的；可比较的;比得上的；可比的；可比性
transport,运输；输送；运送；运输机;输送；传播；使产生身临其境的感觉；旧时流放;交通；传输；传输层
conscience,良心；良知；内疚；愧疚;第三类法庭；道德心；没有良心
calculation,计算；预测；估计；算计;计算结果；运算；推算
considerably,大幅度地；很大地；相当地;颇；相当大地；非常地
interval,间歇；音程；休息时间；其他事情穿插出现的间隙;间隔；区间；时间间隔
scratch,划伤；挠；取消；刮坏;划伤；搔痒；刮或擦抓的刺耳声；挠痒;仓促拼凑的；无让杆的；无差点的;刮伤；刮痕；扒
awake,使醒来；唤起；被唤起;醒着尤指入睡前或刚醒时;醒着的；异度觉醒；唤醒
jurisdiction,管辖权；司法权；审判权；管辖范围;权限；司法管辖权；管辖区
inevitably,必然；必定；免不了;不可避免地；必然地；必然地不可避免地
feminist,女权主义者；女性主义者；女权运动者;男女平等主义者；女权扩张论者；女性主义的
constraint,约束；限制；限定；严管;约束条件；拘束；强迫
emotionally,感情上；激动地;富有感情地;在情绪上；事情上；情感上
expedition,探险；考察；考察队；远征军;探险队；迅速；远征队
allegedly,据说；据传；据声称;据称；依其申述；涉嫌
compromise,妥协；和解；折中；互让;让步；违背原则；达不到标准;折衷；折中办法；折衷案
strain,压力；品系；应力；张力;扭伤；拉紧；滤；损伤;应变；紧张；菌株
similarity,相似性；相似处；相仿性；类似性;相似度；相似点；类似处
butt,屁股；武器或工具的粗大的一端；烟蒂；烟头;用头撞；猛撞;人用头顶撞；动物用头或角顶;对接；碰撞；臀部
lid,盖子;给装盖子;眼睑；茶壶盖；限制
dumb,哑的；不能说话的；一时说不出话的；不肯开口的;沉默的；无言的；愚蠢的
bulk,大部分；主体；大体积；大量;扩展；增大；堆积起来；形成大块;散装；大批；大量
sprinkle,洒；撒；把撒或洒在上；使某物包含少量的另一物;小雨;淋；喷；喷淋
mortality,死亡率；生命的有限；死亡数量;病死率；致命性；必死性
philosophical,哲学的；达观的；处乱不惊的;哲学上的；冷静的；哲理
conversion,转换；转化；转变；皈依;变换；换算；改变
patron,顾客；资助者;赞助人；庇护者；保护人
municipal,市政的；地方政府的;地方债;市的；市立的；市办的
any,任何；什么；一个；一般的;丝毫；任一的；与单数可数名词连用任一；非一般的;任一;任何的；一些；任何一个
liver,肝；动物供食用的肝;肝脏；猪肝；生活者
harmony,和谐；协调；调和；谐波;和声；和睦；融洽
solely,只；仅；唯；单独地;独自地；唯一地；仅仅
tolerance,公差；耐量；宽容；容忍;耐受性；容差；忍受
instant,瞬间；片刻；某一时刻;立即的；立刻的；速食的；即食的;同;刹那；即刻的；速溶的
goat,动山羊；〈非正式侮辱〉老色鬼;替罪羊；山羊毛；山羊肉
arm,臂；手臂；扶手；上肢;武装；装备；备战；使炸弹等随时爆炸;胳膊；精简指令的芯片；武器
blessing,祝福；好事；上帝的恩宠；祝颂;的现在分词;福气；福分；赐福
banana,食香蕉;香蕉女人；香蕉人；香焦
running,跑；管理；操作；操纵;置于数字和或等名词后表示同样的事一再重复连续;的现在分词;运行；跑步；奔跑
palace,宫殿；王宫；总统府；住在王宫里的人;皇宫；宫锁心玉；宫廷
formerly,以前；从前；原来；过去;原先地；旧时以往；原先地以前
peasant,农民；乡巴佬；庄稼人；乡下人;农夫；小农；乡民
neat,〈集合词〉牛；牛类;整洁的；整齐的；有序的；有条理的;真整洁；简洁的；灵巧的
grandparent,祖父；祖母；外祖父；外祖母;祖父母；祖父或祖母；外祖父母
lawmaker,立法者;立法委员；国会议员；造法者
supermarket,超市；超级市场;大超市；连锁超市；库存超市
cruise,航行；乘船游览;乘船游览；以平稳的速度行驶；巡行；轻而易举赢得或获得;巡航；漫游；巡游
mobile,手机；汽车；移动电话；可动物体;活跃的；可动的；流动的；可移动的;莫比尔；活动的
plain,清楚的；明显的；浅白的；坦诚的;发牢骚；叹惜；哀悼；痛哭;绝对地;平原;普通的；平纹；朴素的
part,部分；部件；参加；零件;分离；分开；分别；离开;由两部分构成；在一定程度上；部分地;部分的;集；角色
calendar,日历；历法；日程表；挂历;把记入日程表中；把列入表中；为文件等作分类索引;月历；行事历；日历控件
widow,寡妇；遗孀;使丧偶；使成为寡妇或鳏夫;寡妻；单词行；孀妇
deposit,存款；押金；订金；订钱;存储；放置；放下；使沉积;定金；保证金；存放
beard,须；络腮胡子;使有胡须颌毛芒刺；抓捋住的胡子；拔的胡子;比尔德；山羊胡；下巴上的胡子
brake,刹车；制动器；车闸；阻力;用闸减速；刹车;煞车；刹车器；制动系统
downtown,市区；闹市区;到在商业区；在市区；在热闹街上；到闹市区;闹市区的;市中心；下城；市中心区
screening,筛查；电影的放映；电视节目的播放;的现在分词;筛选；筛检；筛分
impulse,冲动；冲量；推动力；刺激;推动;脉冲；冲击
forbid,禁止；不准；不允许；〈正式〉严禁;不许；阻止；妨碍
fur,舌苔；毛皮衣服；动物浓厚的软毛；动物的毛皮;用毛皮护覆；使生水垢；除去锅上的水垢；使长舌苔;皮草；皮毛；毛发
brutal,残暴的；兽性的；直截了当的；冷酷的;残忍的；野蛮的；残酷
predator,捕食者；掠夺者；捕食性动物；弱肉强食的人或机构;铁血战士；食肉动物；掠食者
poke,戳；伸出；捅；推;戳；拨；捅；挑;刺；戳一下；拨开
opt,选择；挑选;最优生产技术；选项；光
voluntary,自愿的；志愿的；主动的；自告奋勇的;仪式终始曲;自动的；自发的；自愿性
trouble,麻烦；问题；困难；困境;麻烦；费力；费事；费神;烦恼；故障；苦恼
valid,法律上有效的；正式认可的；符合逻辑的；合理的;正当的；有根据的；正确的
forum,论坛；讨论会；公共讨论场所；古罗马公共集会场所;广场；讨论区；座谈会
dancing,跳舞；舞蹈;的现在分词;谈谈跳舞；跳跃；会跳舞吗
happily,高兴地；快乐地；欣然；幸运地;幸福地；愉快地；幸好
soar,翱翔；高飞；猛增；高耸;翱翔；上升高度；高飞范围;高涨；剧增；飞翔
removal,去除；消除；清除；除去;移动；迁移；拆除
autonomy,自治；自主；自主权；自治权;自主性；自律；自治性
enact,扮演；通过法律；担任角色；演出;颁布；制定；制定法律
round,旋转；巡视；一连串；绕圈;环绕；附近；各处；向四面;环绕；在周围；始终;绕过；拐过；使成圆形；把四舍五入;圆的；球形的；肥胖的；弧形的;回合；轮；圆形的
thread,螺纹；线索；思路；脉络;穿过；穿针；纫针；使穿过;线程；执行绪；多线程
light,充满亮光的；明亮的；有自然光的；浅色的;光；光线；光亮；具有某种颜色和特性的光;点燃；点火；开始燃烧；燃起来;轻地；轻装地;灯；灯光；轻的
landmark,陆标；标志重要阶段的里程碑；有历史意义的建筑物或遗址;地标；界标；兰德马克
unhappy,不快乐的；不幸福的；难过的；悲伤的;不高兴的；不幸的；不愉快的
offender,罪犯；犯罪者；违法者；妨害的人或事物;冒犯者；犯罪分子；罪人
coming,来临;即将发生的；下一个的;的现在分词;来了；即将到来的；到来
privately,私下;私下地；私下里；私人地
fraction,分数；小部分；小数；少量;碎片；片断；分式
distinctive,独特的；特别的；有特色的;与众不同的；特殊的；区别的
tourism,旅游业；观光业;旅游观光；观光事业；旅游学
threshold,阈；门槛；起点；开端;阈值；阀值；临界值
calm,泰然自若的；海洋天气等安静的；若无其事的；静寂的;平静；恬静；不动声色；风平浪静;使平静下来；安抚;平静的；镇静的；冷静
routinely,例行公事地；按常规；照例;常规地；例行地；惯常地
suite,套房；一套家具；组曲由三个或更多相关部分组成；套装软件;套间；房间；随员
remark,评论；谈论；说起;评述；言论；谈论；引人注目;备注；注意；议论
regulator,监管机构；速度温度压力的自动调节器;调整器；稳压器；呼吸调节器
straw,稻草；一根禾秆或麦秆稻草；喝饮料用的吸管;稻草的；稻草麦秆做的；作为替身的稻草人般的；假的;麦杆；麦杆吸管；稻秆
theological,神学上的；神学性质的；根据圣经的;神学的；神学上的；神学性的
apart,分开；分离；相距；不在一起;与众不同的;除去；相隔；分开的
exhaust,耗尽；使筋疲力尽；使疲惫不堪；用完;车辆发动机或机器排出的废气；排气管;用尽；排气装置
globe,地球；地球仪；灯罩；球状物;使成球状;世界；地球乐团；球体
fragile,易碎的；易损的；不牢固的；脆弱的;脆的；易碎品；易碎物品
objection,反对；反对的理由；异议;缺陷；缺点；妨碍
chemistry,化学；物质的化学组成或性质;化学超男子；欲情；化学专业研究生排名
old-fashioned,陈旧的；过时的；不时髦的；保守的;老式的；守旧的；旧式的
crowded,人太多的；拥挤的；充满的；挤满的;的过去分词和过去式;密集的；挤满人群的；满座的
circle,圆；圈；圆形；圆圈;圈出；环行；围绕画圈；圈起;圈子；圆周；环绕
blast,爆炸；冲击波；狂欢；突如其来的强劲气流;爆破；把炸成碎片；轰鸣尤指音乐；严厉批评;恼怒时说该死;一阵；鼓风；疾风
prevail,流行；盛行；战胜；压倒;获胜；占优势；胜过
overnight,夜间的；晚上的；只供一夜的；突然的;在夜间；在晚上；突然；一夜之间;〈美〉前一天的晚上;通宵；隔夜；整夜
denial,否认；否定；剥夺应有的权利；拒不承认令人不快痛苦的事;拒绝；否认作用；拒绝相信
rental,租赁；租金；出租；招租;出租业；租金收入；租金额
fantastic,极好的；了不起的；很大的；大得难以置信的;〈古〉古怪的人;奇异的；太奇妙了；美妙的
fragment,片段；破片；弹片；小块;分割；使成碎片;断片；片断；碎块
level,水平；级别；层次；程度;对准；使平坦；使平整；夷平建筑物或树林;平的；平坦的；等高的；地位相同的;准确；平坦地；和成水平；势均力敌地;等级；电平；水准
screw,螺丝；螺丝钉；对螺丝的旋拧；性交;用螺丝固定或拧牢；旋紧；拧紧；拧上去;螺钉；螺旋；螺栓
warmth,温暖；热情；暖和；友情;热心；温情；女巫的温暖技能
undergraduate,本科生;大学肄业生；大学生；大学肆业生
liquid,液体;液体的；液态的；流动性好的；易变现的;流动的；流音；液体货物
headache,头痛；麻烦；令人头痛的人或事物;头疼；头痛的事；令人头痛的事
policeman,男警察;男警察；巡警；指某个具体的警察
yield,产量；产出；利润;屈服；让步；放弃；提供;收益；收益率；出产
projection,投影；投射；预测；放映;发射；投射作用；射影
battle,战斗；战役；战争；斗争;斗争；竞争；抗争；奋斗;作战；战场
suitable,合适的；适宜的；适当的；适用的;适合的；相配的
mention,提到；写到；说到;提及；说起；写上一笔;向某人提起某事；谈到；记载
graduation,大学或美国高中的毕业；毕业典礼;刻度；分度；毕业特典
drill,钻孔；训练；练习；条播;演习；电钻；练习；条播作物;操练；钻头；斜纹布
cruel,残酷的；冷酷的；残忍的；残暴的;非常;无情的；令人痛苦的
mansion,公馆；宅第；用于公寓楼名;大厦；官邸；豪宅
regard,尊重；注意；关心；尊敬;看待；凝视；将认为；把视为;把看作；注视；考虑
grape,葡萄紫；植葡萄；深紫色;葡萄品种；葡萄藤；提子
authorize,授权；批准;委托；认可；允许
cottage,小屋；小别墅;村舍；农舍；小木屋
driveway,汽车道；由私人住房通到大路的私人车道；〈美〉畜群道；马车道;行车道；私家车道；宅旁私家车道
charm,魅力；咒语；吸引力；魔力;迷住；吸引；保护;魅惑；诱惑；符咒
sexuality,性行为；性欲；性征；性感觉;性别；性能力；性意识
loyal,忠诚的；忠实的;忠实信徒;忠心的；忠心耿耿的
clay,黏土；陶土;粘土；泥土；克雷
pound,捣碎；反复击打；连续砰砰地猛击；咚咚地走;英镑英国货币单位等于100便士;磅；庞德；英磅
balloon,气球；热气球;气球状的；货物等分量轻而体积大的;涨大；乘热气球飞行;汽球；玩具气球；飞船
invention,发明；创造；虚构；编造;创意曲；发明物；捏造
ego,自我；自我价值感;=偏心轨道地球物理观测卫星;小我；自负；我执
fare,车费；饭菜；船费；飞机票价;成功或不成功更好等;费用；车票；运费
homework,家庭作业；功课;课外作业；布置作业；回家作业
disc,圆盘；圆片；唱盘；阀盘;阀瓣；唱片；阀板
sofa,长沙发;驻韩美军地位协定；梳化；沙发椅
guarantee,保证；保障；担保；确保;保证；担保；抵押品；保证金;保证书；担保物；保修单
availability,有效；可得到的东西人员；候选人的当选可能性;可用性；有效性；得性
radar,雷达;爱情雷达；无线电探测器；雷达机
frown,皱眉；蹙眉头;皱眉;蹙额；皱眉头；愁眉苦脸
regain,恢复；复得；收复；收回;重新获得；回到原位；返回;回潮率；夺回
leave,离开某人或某处；离开居住地点或群体工作单位等；遗弃；丢弃;假期；休假；准许；许可;留下；离去；出发
permit,允许；准许；使有可能;许可证;执照；通行证；容许
sweater,毛衣;卫衣；运动衫；厚运动衫
rehabilitation,恢复；善后；平反；复权;康复；复原；复健
rubber,橡胶；橡皮；黑板擦;涂橡胶于；〈美俚〉同;橡皮擦；胶皮；橡皮轮胎
retreat,撤退；退却；后退；退缩;撤退；退却；退缩；退避;隐居；退修会；隐退
molecule,分子;克分子；微粒；微小颗粒
freely,坦率地；无拘无束地；慷慨地；不受限制地;自由地；直率地；随意地
favorable,顺利的；良好的；有望的；赞成的;有利的；赞许的；优惠的
steadily,稳定地；坚定地；坚固地；不断地;稳固地；平稳地；稳步地
veteran,老兵；老手；退伍军人；经验丰富的人;尤指军事方面老练的；资格老的；由老兵组织成的;资深球员；老鸟；富有经验的人
integrated,各部分密切协调的；综合的；完整统一的;的过去分词和过去式;集成的；整合；完整的
ha,惊奇高兴或有所发现时用哈；笑声哈；认为某事并不可笑;哈；女名女子名;书写形式公顷;哈;透明质酸；高可用性；血凝素
youngster,年轻人；少年；儿童;小伙子；年青人；青年
broadcast,广播；播送电视或无线电节目；传播信息等;广播节目；电视节目;无线播音的；撒播的；广泛散布的;播放；广播地址；广播传送
premium,保险费；额外费用；奖金；津贴;优质的；昂贵的；价格更高的;溢价；升水；保费
accountability,责任;当责；问责；责任性
overwhelm,压倒；淹没；击败；感情或感觉充溢;制服；使不知所措；征服
one-third,三分之一；三分一；一分之三
contemplate,考虑；沉思；思量；思忖;注视；凝视；打算
update,更新；使现代化；向提供最新信息；给增加最新信息;最新消息；最新报道；最新进展；最新校正数据;修改；升级；更新档
spark,火花；电火花；火星；活力;引发；触发；冒火花；飞火星;斯巴达克；斯帕克；斯巴克
ironically,讽刺地；出乎意料的是；意想不到的是;具有讽刺意味地；讽刺的；讽刺的是
fatigue,疲劳；劳累；厌倦；金属或木材的疲劳;疲劳；使疲乏；士兵担任杂役;疲倦；疲惫；使疲劳
beyond,超出；在或向较远的一边；晚于；迟于;那边;以远；在另一边；在或向更远处;超越；黄家驹；超过
speculate,投机；推测；猜测；推断;思索；沉思；思考
marker,标记；特征；标识；记号笔;标志；唛架；记分员
